TimeElapsed,ev_tdlam_before,entropy,EpisodesSoFar,TimestepsSoFar,EpRewMean,meankl,EpLenMean,surrgain,EpTrueRewMean,EpThisIter,optimgain,entloss
114.20263528823853,-0.0037118196487426758,8.550461,58,58000,701.8875,0.007190252,1000.0,0.07667793,-808.2891661588635,1,0.07667793,0.0
116.17175817489624,0.02874058485031128,8.593263,59,59000,698.4247,0.006242369,1000.0,0.0690335,-809.5427579628697,1,0.0690335,0.0
118.1323459148407,0.06838607788085938,8.600477,60,60000,699.1302,0.0062449127,1000.0,0.07261692,-809.5824365514511,1,0.07261692,0.0
120.1264500617981,0.004897654056549072,8.581098,61,61000,700.74396,0.0066030696,1000.0,0.07168492,-813.705321220579,1,0.07168492,0.0
122.15340185165405,0.06225597858428955,8.56734,62,62000,700.07086,0.0071940636,1000.0,0.07670036,-814.3017824073492,1,0.07670036,0.0
124.1529655456543,0.06032359600067139,8.54004,63,63000,695.0001,0.0057120295,1000.0,0.07414968,-815.0191235309134,1,0.07414968,0.0
126.29440569877625,0.0750470757484436,8.53297,64,64000,690.6886,0.006463591,1000.0,0.07881157,-819.0559996857133,1,0.07881157,0.0
128.49188804626465,0.9324136897921562,8.543144,65,65000,677.1483,0.007438653,1000.0,0.08346912,-822.2903219571147,1,0.08346912,0.0
130.5474832057953,0.8679563850164413,8.536445,66,66000,666.0649,0.0070804954,1000.0,0.09732547,-828.670636185923,1,0.09732547,0.0
132.7417552471161,0.02561020851135254,8.547349,67,67000,666.2928,0.006773305,1000.0,0.07070235,-832.6433908921533,1,0.07070235,0.0
134.8327624797821,0.001003265380859375,8.558825,68,68000,662.21533,0.006790528,1000.0,0.07982394,-835.0772987831206,1,0.07982394,0.0
136.82265758514404,-0.003967761993408203,8.575397,69,69000,658.8265,0.0071677566,1000.0,0.07649288,-837.8570448856066,1,0.07649288,0.0
138.81526136398315,-0.006183743476867676,8.588759,70,70000,658.052,0.006928047,1000.0,0.07388277,-843.3007863858353,1,0.07388277,0.0
140.80032467842102,-0.004237771034240723,8.597886,71,71000,658.0193,0.0071479892,1000.0,0.07185808,-848.5507787337622,1,0.07185808,0.0
142.7839469909668,0.04135984182357788,8.642213,72,72000,654.4533,0.0069013345,1000.0,0.07339317,-849.9429834641472,1,0.07339317,0.0
144.75835919380188,0.0017076730728149414,8.638606,73,73000,651.3206,0.0067736274,1000.0,0.07958444,-852.4889107776244,1,0.07958444,0.0
146.78115892410278,0.02156829833984375,8.622204,74,74000,647.8918,0.006654381,1000.0,0.07647592,-856.0767322639371,1,0.07647592,0.0
148.95243191719055,0.0023456215858459473,8.6418495,75,75000,643.8805,0.008944747,1000.0,0.07752591,-861.1895950575157,1,0.07752591,0.0
150.95496582984924,-0.002257704734802246,8.664131,76,76000,640.17206,0.0069604553,1000.0,0.07264555,-863.2075113755467,1,0.07264555,0.0
152.93519926071167,-0.0016014575958251953,8.666263,77,77000,638.516,0.0069885356,1000.0,0.07057593,-863.8685371485542,1,0.07057593,0.0
154.9257116317749,-0.004325509071350098,8.67548,78,78000,638.8734,0.00621348,1000.0,0.0720432,-875.7748729090257,1,0.0720432,0.0
156.9127402305603,-0.0008895397186279297,8.68567,79,79000,634.9984,0.007481627,1000.0,0.070242055,-876.4797725986697,1,0.070242055,0.0
158.92211723327637,-0.00012731552124023438,8.684281,80,80000,630.6163,0.0063887825,1000.0,0.075910814,-880.948887376038,1,0.075910814,0.0
160.90940284729004,0.02485215663909912,8.664864,81,81000,627.0545,0.007139999,1000.0,0.0767384,-883.1441491722592,1,0.0767384,0.0
162.87209343910217,-0.0006918907165527344,8.673538,82,82000,628.0609,0.0077975667,1000.0,0.0832192,-886.1178125102593,1,0.0832192,0.0
164.8412148952484,-0.0011862516403198242,8.670941,83,83000,628.627,0.0072822403,1000.0,0.07731756,-890.1198617674294,1,0.07731756,0.0
166.8220899105072,0.036562979221343994,8.665702,84,84000,625.82996,0.007997045,1000.0,0.08667343,-889.4239511117673,1,0.08667343,0.0
168.80579352378845,0.010412275791168213,8.663563,85,85000,622.3137,0.008691361,1000.0,0.0734019,-890.0267021613984,1,0.0734019,0.0
170.79168105125427,-0.0029410123825073242,8.656007,86,86000,624.1129,0.0072915563,1000.0,0.08415574,-893.2367103144772,1,0.08415574,0.0
172.7617063522339,0.01697397232055664,8.666428,87,87000,621.56213,0.007584417,1000.0,0.07593323,-895.4451474638529,1,0.07593323,0.0
174.73397207260132,-0.0012600421905517578,8.670163,88,88000,622.42004,0.007163997,1000.0,0.08055484,-902.5536269775655,1,0.08055484,0.0
176.70673394203186,-0.0028755664825439453,8.671278,89,89000,621.6486,0.007870566,1000.0,0.07934637,-907.7798626899217,1,0.07934637,0.0
178.68689250946045,-0.0009980201721191406,8.683092,90,90000,620.6256,0.0071954234,1000.0,0.07821041,-911.9289177011094,1,0.07821041,0.0
180.67215132713318,0.0005173087120056152,8.679252,91,91000,619.7994,0.007931443,1000.0,0.07548836,-915.9597856284578,1,0.07548836,0.0
182.64569354057312,0.0034494996070861816,8.695368,92,92000,617.26855,0.007942272,1000.0,0.07817137,-920.6227475133226,1,0.07817137,0.0
184.639995098114,-0.0008322000503540039,8.701778,93,93000,614.2874,0.0076911133,1000.0,0.07486005,-923.9859319466865,1,0.07486005,0.0
186.6223702430725,0.007179856300354004,8.701714,94,94000,609.6494,0.007424617,1000.0,0.07894203,-926.8211541577148,1,0.07894203,0.0
