EpLenMean,EpRewMean,TimestepsSoFar,EpisodesSoFar,EpThisIter,meankl,EpTrueRewMean,ev_tdlam_before,TimeElapsed,optimgain,surrgain,entropy,entloss
870.175,518.4037,917795,1433,1,0.012172332,3056.003758177034,0.6361588835716248,3399.601054430008,0.04644445,0.04644445,1.1729496,0.0
884.95,526.4725,918795,1434,1,0.010514646,3107.9192388369925,-0.054677486419677734,3404.728661298752,0.045153923,0.045153923,1.1537797,0.0
896.2,532.9037,919795,1435,1,0.009918365,3148.464371630556,0.043236732482910156,3409.849451780319,0.043941706,0.043941706,1.1531682,0.0
896.2,532.2303,920795,1436,1,0.010229459,3148.7154750025015,-0.0526965856552124,3414.9690260887146,0.036402714,0.036402714,1.1771545,0.0
896.2,532.827,922795,1438,2,0.014809096,3150.487268335656,0.01135408878326416,3420.101784467697,0.038440876,0.038440876,1.1906574,0.0
878.925,524.05554,924104,1440,2,0.012462535,3093.1543647800586,0.799053892493248,3425.228492975235,0.0579955,0.0579955,1.1986088,0.0
878.925,525.203,925104,1441,1,0.010748563,3094.0115268781046,-0.018396496772766113,3430.3720631599426,0.03789014,0.03789014,1.2025499,0.0
886.025,532.12756,926717,1443,2,0.010476135,3124.016290165082,0.8184813559055328,3435.4944727420807,0.049427554,0.049427554,1.2080779,0.0
886.025,533.0191,927717,1444,1,0.011752278,3124.261053039022,0.05585145950317383,3440.6194744110107,0.037439372,0.037439372,1.232301,0.0
886.025,532.97864,928717,1445,1,0.010453232,3125.6436672305244,0.4890572428703308,3445.734171628952,0.036921065,0.036921065,1.2222242,0.0
886.025,532.31433,929717,1446,1,0.010626394,3127.63513372057,0.07297289371490479,3450.860957145691,0.044500045,0.044500045,1.2602218,0.0
886.025,531.653,930717,1447,1,0.011534933,3129.4058145549793,0.4309646487236023,3455.98925948143,0.045430776,0.045430776,1.2472286,0.0
884.475,530.384,931655,1448,1,0.012514334,3127.291611052883,0.9656440019607544,3461.5532002449036,0.057894893,0.057894893,1.2209018,0.0
897.325,538.58405,932655,1449,1,0.010822818,3171.19633719944,-0.1433185338973999,3466.6922392845154,0.041902278,0.041902278,1.2202622,0.0
897.325,539.69226,933655,1450,1,0.0105734,3172.2256109882414,-0.023876428604125977,3471.832497358322,0.050084278,0.050084278,1.238832,0.0
879.6,530.52814,934946,1452,2,0.0038436935,3110.0667729430925,0.7853020876646042,3476.9618475437164,0.03294559,0.03294559,1.2546338,0.0
879.6,531.54236,935946,1453,1,0.011465682,3109.6244287822965,0.024436354637145996,3482.0981924533844,0.042871844,0.042871844,1.2072195,0.0
888.75,538.66034,936946,1454,1,0.011679245,3139.7163228647287,-0.07156658172607422,3487.2400143146515,0.0445582,0.0445582,1.1673799,0.0
888.75,539.7423,937946,1455,1,0.010652156,3141.145409342763,0.04424005746841431,3492.3939175605774,0.03884314,0.03884314,1.1982881,0.0
876.675,532.5635,939463,1457,2,0.010270743,3101.832556203427,0.8115163594484329,3497.542147874832,0.041615576,0.041615576,1.2190841,0.0
876.675,531.3636,940463,1458,1,0.010264844,3102.218110490998,0.0977703332901001,3502.685025215149,0.035262026,0.035262026,1.2549742,0.0
876.675,531.8606,941463,1459,1,0.012191363,3103.92534682772,0.05397826433181763,3507.8323941230774,0.040100604,0.040100604,1.2378589,0.0
876.675,532.03076,942463,1460,1,0.010561463,3104.991417580302,0.02450263500213623,3512.9891724586487,0.044907603,0.044907603,1.2114348,0.0
