entropy,EpThisIter,EpisodesSoFar,TimeElapsed,EpRewMean,meankl,surrgain,entloss,EpLenMean,ev_tdlam_before,optimgain,TimestepsSoFar
1.7970966,2,2303,756.0116159915924,2294.4393009459964,0.010018388,0.07429312,0.0,614.125,0.9744221977889538,0.07429312,792527
1.8086323,1,2304,757.6445009708405,2376.7899618749957,0.009507146,0.043435127,0.0,635.725,0.037837088108062744,0.043435127,793527
1.8073204,1,2305,759.6136610507965,2414.130572735313,0.009718796,0.042806573,0.0,647.0,0.1446360945701599,0.042806573,794527
1.8122542,1,2306,761.6789441108704,2404.5122577696584,0.0103343595,0.07892613,0.0,644.05,0.9224245548248291,0.07892613,794781
1.81015,1,2307,763.9668271541595,2408.2702757368424,0.010811246,0.041621365,0.0,646.15,0.399186909198761,0.041621365,795781
1.8186712,2,2309,765.9416017532349,2365.348272674154,0.010278072,0.05836046,0.0,634.5,0.9751902222633362,0.05836046,797231
1.8021771,1,2310,767.6995759010315,2415.748454005199,0.010516577,0.05111628,0.0,647.0,0.9636668562889099,0.05111628,797866
1.8246988,2,2312,769.347235918045,2452.911317787742,0.011589008,0.050470386,0.0,657.525,0.60825514793396,0.050470386,799264
1.8096992,2,2314,771.1509289741516,2531.019439124251,0.011395987,0.063880414,0.0,676.075,0.9891046760603786,0.063880414,800663
1.8131346,1,2315,772.9448978900909,2563.1111658239306,0.010161755,0.05668479,0.0,684.575,0.9878644412383437,0.05668479,801514
1.7878947,2,2317,774.7465929985046,2545.954606612677,0.011516471,0.07426073,0.0,679.575,0.992364315316081,0.07426073,802553
1.8221678,1,2318,776.5921809673309,2569.9865326412096,0.010748731,0.07066722,0.0,685.15,0.9941648342646658,0.07066722,803234
1.8524233,2,2320,778.5186898708344,2601.1458817047596,0.010087501,0.03838255,0.0,694.05,0.5659676492214203,0.03838255,804586
1.8527606,1,2321,780.4449279308319,2635.1460979076974,0.011224259,0.058529273,0.0,702.8,0.9667546041309834,0.058529273,805568
1.8336471,1,2322,782.1695387363434,2652.513265733986,0.010629053,0.05882755,0.0,706.85,0.9828564692288637,0.05882755,806153
1.851861,2,2324,783.8487179279327,2647.567139540685,0.01009074,0.0405747,0.0,707.025,0.6277458667755127,0.0405747,807550
1.8303607,3,2327,785.7569408416748,2574.8815537926776,0.009005974,0.0426209,0.0,688.35,0.7282906472682953,0.0426209,808763
1.8078535,2,2329,788.6775498390198,2601.6308419730094,0.010752832,0.06778425,0.0,694.075,0.9629855565726757,0.06778425,809788
1.8141705,2,2331,791.2925038337708,2553.9456915259107,0.010650373,0.058156148,0.0,680.7,0.9916338408365846,0.058156148,810614
1.8137212,1,2332,793.0805430412292,2574.2814457630907,0.011335246,0.055589873,0.0,686.15,0.99131303653121,0.055589873,811273
1.8230876,3,2335,794.6834499835968,2511.516888394745,0.009759332,0.06400499,0.0,670.65,0.9025639519095421,0.06400499,812991
1.8149104,1,2336,796.5540509223938,2529.917052387655,0.010856258,0.051242016,0.0,676.9,-0.006152749061584473,0.051242016,813991
1.7930057,2,2338,798.4935808181763,2509.097916049548,0.00967817,0.050640352,0.0,670.25,0.9814799707382917,0.050640352,814933
1.7989497,2,2340,800.4204187393188,2411.46810473411,0.010810031,0.059676796,0.0,642.0,0.9857030417770147,0.059676796,815803
1.7974858,2,2342,802.2933158874512,2393.85744589272,0.009990256,0.06026416,0.0,637.225,0.9892764557152987,0.06026416,817140
1.8307511,1,2343,803.84126496315,2371.9089924785794,0.010041612,0.056878883,0.0,630.975,0.9878340419381857,0.056878883,817766
